StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_intro_First Click,timing_intro_Last Click,timing_intro_Page Submit,timing_intro_Click Count,browser_data_Browser,browser_data_Version,browser_data_Operating System,browser_data_Resolution,Q542,Q598,Q726,timing_agree_First Click,timing_agree_Last Click,timing_agree_Page Submit,timing_agree_Click Count,Q830,Q751,Q516_1,Q516_2,Q516_3,Q516_4,Q516_5,Q770,Q770_156_TEXT,Q831,Q831_156_TEXT,timing_ontrack_First Click,timing_ontrack_Last Click,timing_ontrack_Page Submit,timing_ontrack_Click Count,Q831.1,Q832,Q838,Q839,Q843_1,Q843_2,Q843_3,Q851_1,Q851_2,Q851_3,Q851_4,Q851_5,Q851_6,Q851_7,Q851_8,Q851_9,Q851_10,Q851_11,Q849,Q850,Q845,Q847,Q848,Q844,Q832.1,timing_end_First Click,timing_end_Last Click,timing_end_Page Submit,timing_end_Click Count,hashed_id
2022-03-23 16:56,2022-03-23 17:01,IP Address,100,348,True,2022-03-23 17:01,R_1Ismqo6JbobxWIy,,,,,anonymous,EN,2.005,56.308,58.127,6,Chrome,99.0.4844.83,Windows NT 10.0,1920x1080,Somewhat agree,Disagree,Strongly agree,13.372,31.629,32.777,4,Yes,Agree,-1,0,-5,-5,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,2.862,98.337,101.172,14,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,5.0,5.0,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,as fast as possible (speedrun 100%),"again, as fast as possible (speedrun 100%)",No,,,no,"No, I am not willing to be contacted",1.744,16.101,17.676,4,1512465f92e46da84bf46d45c80427ea732feecebd32afebf2ceef46fdc08f94
2022-03-23 17:05,2022-03-23 17:08,IP Address,100,175,True,2022-03-23 17:08,R_RQXhcOmfclIEorD,,,,,anonymous,EN,1.342,9.317,15.214,2,Edge,99.0.1150.46,Windows NT 10.0,1920x1080,Strongly agree,Neither agree nor disagree,Agree,3.325,9.877,10.596,3,Yes,Agree,-2,-3,-4,-4,Prefer not to answer,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,8.428,43.852,45.891,10,Somewhat disagree,Agree,Strongly disagree,Strongly disagree,1.0,4.2,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,?? what is this question asking me,5 minutes,No,,,,"No, I am not willing to be contacted",9.514,9.514,10.696,1,ccb965a9ec590526b27e425fea3afadb0f28e0a5ae364db0d27502b32eeda6d1
2022-03-23 17:23,2022-03-23 17:30,IP Address,100,413,True,2022-03-23 17:30,R_32WpEtFNPaoLEEO,,,,,anonymous,EN,1.393,24.993,43.866,4,Opera,84.0.4316.43,Windows NT 10.0,1536x864,Agree,Disagree,Agree,2.976,12.497,14.235,4,Yes,Agree,5,-4,-1,-5,3,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.041,79.532,82.922,27,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,By text,About 15 minutes,No,,,,"No, I am not willing to be contacted",3.322,4.194,17.858,2,477fc84b1926891b6a81037d9c690b54b6d723091465bc53438f0f72862fc5b5
2022-03-23 17:28,2022-03-23 17:30,IP Address,100,177,True,2022-03-23 17:31,R_3RjvtFqriDY4NPf,,,,,anonymous,EN,1.301,14.77,15.249,5,Chrome,99.0.4844.51,Windows NT 10.0,1707x960,Somewhat agree,Somewhat agree,Disagree,6.945,13.69,14.139,7,Yes,Agree,5,-5,-5,-5,5,"University resources,Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.574,42.06,43.453,28,Disagree,Disagree,Strongly disagree,Strongly disagree,5.0,-5.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,I take notes while I am watching the videos. And then use the notes to create my reflections,~10mins,No,,,,"No, I am not willing to be contacted",1.186,5.081,8.725,4,4e5dbce44060732dd99e0c61e10b62f5404298de08a1d802f2e29cc515c4171a
2022-03-23 17:50,2022-03-23 17:58,IP Address,100,460,True,2022-03-23 17:58,R_3lSp2ZMHjir3zdD,,,,,anonymous,EN,9.084,42.954,43.785,4,Chrome,101.0.4929.5,Macintosh,1280x800,Somewhat agree,Somewhat disagree,Somewhat disagree,3.153,21.024,22.348,7,I only remember receiving a few,Somewhat disagree,3,-1,-1,-1,1,"Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,4.925,64.753,67.189,19,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,-1.0,5.0,-5.0,Unsure,Unsure,Yes,Yes,Unsure,Unsure,Unsure,No,No,No,No,voice,6+ mins,Yes,"The transcription was absolutely terrible in the beginning. Had to write and parrot out information repeatedly, and occasionally resort to using text-to-speech, which also failed sometimes.",Yes,,"No, I am not willing to be contacted",12.387,12.387,18.385,1,7f4bc5f3e7fe409be8644787dc8bf8b332f870667a130dd63cf5551e7e4d2f46
2022-03-23 18:32,2022-03-23 18:36,IP Address,100,211,True,2022-03-23 18:36,R_1jNDMVCOjL7hUKo,,,,,anonymous,EN,0.911,20.418,25.524,8,Chrome iPhone,98.0.4758.85,iPhone,390x844,Agree,Somewhat disagree,Somewhat agree,2.269,16.951,18.067,8,Yes,Strongly agree,4,-1,5,-5,5,"Study tips,Information about CS related clubs,More practice content",,I would have liked to receive weekly reminder emails.,,2.976,48.885,49.816,21,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,5.0,5.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,Text,1 hour,No,,,No,"No, I am not willing to be contacted",1.197,7.16,8.352,6,2b1fdbbc1b294ee324f208f833a1d15ba3750f28c9716de1d731731a474d3c5e
2022-03-23 18:32,2022-03-23 18:36,IP Address,100,265,True,2022-03-23 18:36,R_2EGHYaGJz7WXQG2,,,,,anonymous,EN,1.695,33.237,47.261,4,Chrome,99.0.4844.82,Windows NT 10.0,1536x864,Somewhat disagree,Somewhat agree,Strongly agree,12.518,22.041,23.38,4,Yes,Agree,5,5,0,5,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,3.06,47.441,52.667,12,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,5.0,-5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,by voice ,10 minutes,No,,,,"No, I am not willing to be contacted",6.813,23.12,27.81,2,a304c58ee87a95fa3018438fa04d25f3e2ca7373c46ca1f12684ec0fcbc3d6a2
2022-03-23 18:38,2022-03-23 18:42,IP Address,100,210,True,2022-03-23 18:42,R_2ONCbYs4RK865Xq,,,,,anonymous,EN,1.055,1.055,10.135,1,Chrome,99.0.4844.51,Windows NT 10.0,3440x1440,Somewhat agree,Somewhat disagree,Somewhat disagree,8.943,17.93,19.489,5,Yes,Strongly agree,0,3,0,0,5,More practice content,,I would have liked to receive weekly reminder emails.,,4.87,50.573,53.989,10,Disagree,Disagree,Somewhat disagree,Disagree,3.2,2.2,-2.0,Yes,Yes,Unsure,Yes,Unsure,Yes,Unsure,Yes,Unsure,Unsure,Unsure,"Watching over the provided video and jotting down notes as I listen, then construct a reflection which is then recorded and read out.",1 hour,No,,,Really good course overall ,"No, I am not willing to be contacted",5.952,5.952,7.012,1,a458d54d97ddb001f618f62b64d14b558e6eea75054ceba94ddfe251807c4eef
2022-03-23 18:46,2022-03-23 18:48,IP Address,100,171,True,2022-03-23 18:48,R_1gGfbHLY9wx8cta,,,,,anonymous,EN,1.017,29.707,30.557,12,Chrome,99.0.4844.82,Windows NT 10.0,2560x1440,Agree,Disagree,Strongly agree,8.008,14.898,15.587,5,Yes,Strongly agree,5,5,5,-5,-5,Prefer not to answer,,I would have liked to receive weekly reminder emails.,,2.875,31.565,32.494,12,Agree,Disagree,Disagree,Disagree,5.0,5.0,-5.0,Yes,Yes,Unsure,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Watching the slides and taking notes on them,20 minutes per reflection,No,,,no,"No, I am not willing to be contacted",5.491,5.491,7.288,1,e87c926952a4a7acfe5c040b2ff8521cfea68408fe12dbdc76543fcdb3a5d2fc
2022-03-23 19:13,2022-03-23 19:15,IP Address,100,123,True,2022-03-23 19:15,R_ZeOaEAnlN4pIOhr,,,,,anonymous,EN,1.621,44.998,46.034,4,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,5.2,6.58,7.129,3,Yes,Neither agree nor disagree,0,0,0,0,0,Prefer not to answer,,Prefer not to answer,,1.858,9.696,10.748,9,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0.0,0.0,0.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,yes,1,Yes,no,Does not apply to me,no,"No, I am not willing to be contacted",5.419,5.419,14.475,1,eafe867bd9673f320d2144c245b97cc7ec8f263b0bff28693450f69e09eea053
2022-03-23 19:16,2022-03-23 19:19,IP Address,100,194,True,2022-03-23 19:19,R_1FKUzDPf7l54FMa,,,,,anonymous,EN,1.204,20.105,22.098,3,Firefox,98,Windows NT 10.0,1920x1080,Disagree,Disagree,Somewhat agree,5.666,13.195,13.886,3,Yes,Agree,0,3,-5,-5,3,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.341,55.486,57.578,24,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,3.0,5.0,-2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Text,about half an hour,No,,,,"No, I am not willing to be contacted",1.326,9.56,10.619,12,94f252b43902c0d787600751892a4feffc28ac4f4536614bbc875d12974b6ae2
2022-03-23 19:37,2022-03-23 19:43,IP Address,100,383,True,2022-03-23 19:43,R_2YDKYJILau5K9ZR,,,,,anonymous,EN,3.023,10.18,123.038,2,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,Somewhat agree,Somewhat agree,Strongly agree,5.699,11.885,12.971,3,Yes,Agree,3,5,1,-3,5,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,3.494,90.53,96.521,14,Somewhat disagree,Disagree,I did not get to provide voice reflections,Disagree,4.0,5.0,-3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,text,30 minutes,No,,,,"Yes, I am willing to be contacted",3.244,3.244,4.743,1,25e1f5f7bc19f0d04921adf68c24e9bb1149a63d029c58837d458459b3a09f54
2022-03-23 19:50,2022-03-23 19:54,IP Address,100,239,True,2022-03-23 19:54,R_3Gm5ZINciHLwSIY,,,,,anonymous,EN,26.699,26.699,60.075,1,Chrome,99.0.4844.74,Windows NT 10.0,1280x720,Agree,Somewhat agree,Agree,5.515,11.952,13.767,3,I only remember receiving a few,Neither agree nor disagree,3,0,-5,-5,0,Prefer not to answer,,I would have liked to receive weekly reminder emails.,,4.268,42.237,44.289,9,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,3.0,1.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,text,5 minutes max,Yes,it wouldn't detect my voice or sometimes i can talk for a while but it says i haven't said enough,Yes,,"No, I am not willing to be contacted",4.052,4.052,5.836,1,863ffdbcbb355af71610eb0f46bf8510dd1726045ecadc346ea8019c12c69e98
2022-03-23 20:23,2022-03-23 20:25,IP Address,100,124,True,2022-03-23 20:25,R_1qVPTbbwmsNPb66,,,,,anonymous,EN,0.678,17.243,27.755,5,Chrome,99.0.4844.74,Windows NT 10.0,2560x1440,Somewhat agree,Somewhat agree,Somewhat agree,7.817,8.675,9.836,3,Yes,Strongly agree,5,5,5,5,5,"University resources,Study tips",,I would have liked to receive daily reminder emails.,,3.904,30.081,31.753,18,Agree,Agree,Agree,Agree,0.1,0.1,0.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,No,,"Yes, I am willing to be contacted",7.543,11.448,11.821,4,ecc3be77c7451ae4957f2c950130713b1dc9229be3aa6a9aca59604ba76af549
2022-03-23 21:52,2022-03-23 22:14,IP Address,100,1323,True,2022-03-23 22:14,R_3fDULcXbX9NBX1u,,,,,anonymous,EN,2.078,30.249,31.57,3,Chrome,99.0.4844.83,Macintosh,1920x1080,Strongly agree,Disagree,Agree,7.868,167.217,167.627,21,Yes,Somewhat agree,5,5,-4,-4,5,"Study tips,FAQs about assignments / homework,More practice content",,"I would have liked to receive daily reminder emails.,I would have liked to receive weekly reminder emails.",,3.344,978.338,980.3,61,Strongly agree,Disagree,Strongly disagree,Disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Typing messages,5 minutes,No,,,No,"No, I am not willing to be contacted",6.018,7.708,8.073,2,851cfa2c7a159f2b8ef12e05eff28f9438d0515bafbd4e07a18cd12a9d1d0023
2022-03-23 22:16,2022-03-23 22:24,IP Address,100,509,True,2022-03-23 22:24,R_tJnn2YScpIhXA7T,,,,,anonymous,EN,5.073,19.341,32.501,3,Chrome,98.0.4758.109,Macintosh,1440x900,Agree,Disagree,Somewhat disagree,5.976,32.407,33.273,4,Yes,Somewhat agree,-5,-4,4,-5,2,"University resources,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,5.232,75.639,81.08,10,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,2.6,5.0,-4.5,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,Yes,No,No,No,I write my notes during the PCRS video because it was difficult to recall 200-500 words of content after the video ended.,Depends on the length of the PCRS video. Usually 5-8 minutes.,No,,,Change the minimum word count depending on the length/amount of content in the video.  Writing 200 words for a 5 minute video is unnecessary in my opinion.,"Yes, I am willing to be contacted",11.711,11.711,15.891,1,76f467a56da84d1bbe7a072258905edf10a70ef2ec3fbb3e7ac3f12e73285b5a
2022-03-23 22:23,2022-03-23 22:26,IP Address,100,180,True,2022-03-23 22:26,R_2usPvKtURWG6bBW,,,,,anonymous,EN,1.909,11.986,28.875,3,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Strongly agree,Somewhat agree,Strongly agree,5.03,10.822,11.525,4,Yes,Strongly agree,5,5,-5,5,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.983,32.6,33.002,11,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,0.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Going through the PCRS videos first, then referring to the slides in the videos as I record my reflections.","About  25-30 minutes on average, including the watchtime.",No,,,,"Yes, I am willing to be contacted",2.307,2.307,8.992,1,d98970ad83f7e22c6ca6adee24f6b1e4ce48d6b8f9724ada7cc8b85bf53e524a
2022-03-23 22:26,2022-03-23 22:29,IP Address,100,181,True,2022-03-23 22:29,R_1E04ZwQpgBIq48k,,,,,anonymous,EN,4.301,20.196,21.271,2,Chrome,99.0.4844.83,Macintosh,1440x900,Somewhat agree,Neither agree nor disagree,Strongly agree,5.47,18.109,19.354,5,Yes,Strongly agree,5,5,-5,-5,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,1.585,40.548,44.327,14,Strongly agree,Prefer not to answer,Strongly disagree,Strongly disagree,5.0,5.0,-4.6,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,No,By text,15 min,No,,,,"No, I am not willing to be contacted",4.232,4.232,16.07,1,50b2cc0e298db9b9d8bf5b22fc4eb313e9ea10b75c66c899a99a7f1d445c1d87
2022-03-23 22:31,2022-03-23 22:34,IP Address,100,168,True,2022-03-23 22:34,R_vdDMNObPbbTdsFH,,,,,anonymous,EN,5.163,32.639,39.379,3,Chrome,99.0.4844.51,Macintosh,1920x1080,Strongly disagree,Strongly disagree,Strongly disagree,1.741,10.064,12.277,3,No,Somewhat disagree,1,-1,1,4,1,"Study tips,More practice content",,I would have liked to receive weekly reminder emails.,,1.125,25.666,27.676,14,Agree,Disagree,Strongly disagree,Neither agree nor disagree,-2.1,-0.9,-4.6,Unsure,Yes,Unsure,No,Unsure,Unsure,No,Unsure,Unsure,Yes,Yes,by watching the videos and thinking about them later and recording myself.,5 mins,No,,,,"No, I am not willing to be contacted",0.998,1.424,3.039,2,290a3a448eb5935aa0c5fbdbd262e7ae32f0a7783df1f53fe725f533505bdeef
2022-03-23 22:57,2022-03-23 23:04,IP Address,100,431,True,2022-03-23 23:04,R_21B8oyg6zmGKEGG,,,,,anonymous,EN,0.615,8.433,14.487,4,Chrome,99.0.4844.82,Windows NT 10.0,2560x1440,Somewhat agree,Neither agree nor disagree,Agree,6.389,38.914,40.159,6,I only remember receiving a few,Somewhat agree,2,4,-3,-3,2,"Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,10.325,75.522,81.3,17,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1.5,5.0,-5.0,Unsure,Unsure,Unsure,Yes,Yes,Unsure,No,Yes,Unsure,Unsure,Unsure,Voice,~15min,Yes,Voice detection wasn't picking up some of the words I was saying -- had to get closer to the mic or speak slower.,No,"I don't mind/kind of like the voice reflections, but it just feels like double the work because I'd end up having to type the response for a script anyways. While I liked the idea I would've greatly appreciate the option to do text for some weeks I didn't feel very talkative.","Yes, I am willing to be contacted",16.151,16.151,17.195,1,b7d0c429cdb61982b2d796d879c1eef2836974bd50f4bc0eacc87ed507e189d7
2022-03-23 23:04,2022-03-23 23:08,IP Address,100,262,True,2022-03-23 23:08,R_8wsF7ZV34UDFN05,,,,,anonymous,EN,14.163,41.69,43.017,15,Safari,15.4,Macintosh,1512x982,Somewhat agree,Disagree,Strongly agree,6.435,17.176,17.496,5,Yes,Strongly agree,-5,2,2,-5,5,Other,Just stick to what's due,I would have liked to receive weekly reminder emails.,,3.337,70.232,72.143,29,Agree,Strongly disagree,I did not get to provide voice reflections,Neither agree nor disagree,4.2,5.0,-4.9,No,No,No,No,No,No,No,No,No,No,No,Describing the slides ,A few mins,No,,,Please stop them. Please.,"Yes, I am willing to be contacted",1.68,15.877,16.745,22,3bfce56d109790d51e145fda5a8658bed6884266166b22a53bc410590de6a125
2022-03-24 3:15,2022-03-24 3:23,IP Address,100,473,True,2022-03-24 3:23,R_RzBd6OiQw3mNlDP,,,,,anonymous,EN,1.427,39.329,43.585,4,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,Agree,Disagree,Agree,9.907,47.384,59.926,5,Yes,Somewhat agree,0,4,-5,0,3,"Study tips,Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive biweekly reminder emails.,,7.601,81.365,87.596,12,Somewhat disagree,Disagree,I did not get to provide voice reflections,Somewhat agree,4.5,5.0,-5.0,Unsure,Unsure,No,Yes,Yes,Yes,Yes,Unsure,No,No,No,Watching the videos and typing my reflections as I watch them,About 30 minutes,No,,,I don't think they work very well for learning the material. I would have preferred testing my knowledge from the videos instead of writing what the videos were about.,"No, I am not willing to be contacted",21.053,21.053,22.107,1,63dd8ce3fdebb4efafb5b5e92e32d6c4d145f16e973db1671e7593fe1318fe92
2022-03-24 6:58,2022-03-24 7:03,IP Address,100,286,True,2022-03-24 7:03,R_3nCrcuZhtnwN7Ej,,,,,anonymous,EN,9.673,23.435,31.407,2,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Agree,Agree,Strongly agree,4.599,15.751,16.526,3,Yes,Strongly agree,4,2,5,2,4,"University resources,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,6.56,66.383,70.357,14,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,5.0,5.0,-5.0,Yes,Yes,Unsure,No,Yes,Yes,No,Yes,Yes,Yes,Unsure,Voice,15 minutes after completion of the video,Yes,The software would not recognize my voice and I kept receiving <100 word submissions,Yes,Please give us an option to either use voice or text submission.,"Yes, I am willing to be contacted",14.266,14.266,17.029,1,0b2a94fec197291d67e4ad17671e5715c021cc5da1121886cc1834e879353716
2022-03-24 7:00,2022-03-24 7:04,IP Address,100,228,True,2022-03-24 7:04,R_28U4dBDpyJI5P2o,,,,,anonymous,EN,1.942,12.63,14.8,3,Firefox,98,Macintosh,2048x1080,Agree,Somewhat agree,Agree,6.993,19.962,20.763,4,I only remember receiving a few,Agree,5,5,5,3,3,"University resources,Study tips,FAQs about assignments / homework",,I would have liked to receive daily reminder emails.,,10.258,56.45,59.022,14,Somewhat disagree,Somewhat agree,Disagree,Disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Before the lecture,1 Hour,No,,,,"No, I am not willing to be contacted",12.111,12.111,20.83,1,e672033452224a064a15ab68da7694468a4143bf49eb184ae8603e80a41d0154
2022-03-24 12:49,2022-03-24 13:02,IP Address,100,779,True,2022-03-24 13:02,R_2q9P0kOwHw2wTt1,,,,,anonymous,EN,4.745,55.561,67.857,10,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Somewhat agree,Neither agree nor disagree,Agree,7.247,27.317,29.361,6,Yes,Neither agree nor disagree,2,3,-5,-4,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,5.662,86.567,89.557,23,Agree,Neither agree nor disagree,Disagree,Disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Watchin the video as I take notes. Then writing out a full summary afterwards as I go back for any details I may have missed.,15min - 45 min (depending on the length of the video),Yes,"The voice recording software would state that the audio was not clear, although it seemed very clear when listening to it myself. And the software would count far less words than I actually spoke, making it far more difficult to hit the 200 word mark.",No,No,"No, I am not willing to be contacted",23.38,26.218,29.668,3,0a88e19d3655ca632e491546d69dc79f3c8ecd06980f83045fe931c0ac878062
2022-03-24 14:49,2022-03-24 14:52,IP Address,100,195,True,2022-03-24 14:52,R_3HZBTWnyFKhz932,,,,,anonymous,EN,17.246,43.823,44.1,3,Firefox,98,Windows NT 10.0,1920x1080,Agree,Somewhat agree,Strongly agree,1.978,20.121,21.493,10,Yes,Agree,4,5,5,-4,3,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.397,42.028,44.487,17,Strongly disagree,Agree,I did not get to provide voice reflections,Strongly disagree,5.0,5.0,-4.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Typing it up,20 minutes,No,,,,"No, I am not willing to be contacted",4.998,5.796,7.243,2,f33d904ce5388634b74aec52deb50dca182c38b898887dc76cb8bb400452af38
2022-03-24 15:00,2022-03-24 15:12,IP Address,100,733,True,2022-03-24 15:12,R_24iVIU9Uu7T5A49,,,,,anonymous,EN,16.933,46.483,75.545,3,Chrome,99.0.4844.82,Windows NT 10.0,1536x864,Somewhat disagree,Disagree,Agree,8.897,14.563,15.904,3,I only remember receiving a few,Somewhat agree,3,3,4,-2,3,"University resources,FAQs about assignments / homework,More practice content",,I would have liked to receive biweekly reminder emails.,,3.801,58.367,61.405,15,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,5.0,5.0,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,"watch the video, make a skript and then speak the script instead of just uploading the script",10 minutes per i think,No,,,,"No, I am not willing to be contacted",7.026,7.026,9.413,1,19d6e2e64c9d06910ae24c7bb189f66f38a9571ca0b302aa14c6de3d78f22a1a
2022-03-24 15:31,2022-03-24 15:33,IP Address,100,119,True,2022-03-24 15:33,R_2TI73hAeHBTtGsD,,,,,anonymous,EN,8.761,9.516,19.357,4,Chrome,99.0.4844.74,Windows NT 10.0,3440x1440,Agree,Somewhat agree,Strongly agree,4.631,10.205,10.922,3,Yes,Agree,2,-2,2,2,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.501,31.062,33.979,12,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5.0,5.0,-4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Text,10 minutes,No,,,,"No, I am not willing to be contacted",6.95,6.95,10.447,1,4719911da4c6c8a0c3a4a3fef18bf1009bee4b4d743d77231c4a6ec3b29d8bd6
2022-03-24 22:03,2022-03-24 22:57,IP Address,100,3256,True,2022-03-24 22:57,R_1dM038EwSM26cON,,,,,anonymous,EN,73.617,73.617,87.196,1,Chrome,99.0.4844.82,Windows NT 10.0,3440x1440,Agree,Disagree,Strongly agree,71.704,195.827,196.975,27,Yes,Agree,5,5,0,0,5,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,11.581,1821.143,1821.54,143,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,3.0,-5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,pretty well,1-2 hours,No,,,,"No, I am not willing to be contacted",28.59,340.522,342.096,3,3e876770936e3072f2319b32d5e46e57e7d6a92413e2ba1acf7f63d671a4ce8c
2022-03-25 7:19,2022-03-25 7:25,IP Address,100,319,True,2022-03-25 7:25,R_1zSUFR23JQdaF8t,,,,,anonymous,EN,2.492,102.566,103.953,4,Chrome,99.0.4844.83,Macintosh,1440x900,Somewhat agree,Somewhat agree,Agree,6.954,11.987,13.07,4,Yes,Somewhat agree,4,3,4,4,3,University resources,,I would have liked to receive weekly reminder emails.,,3.921,23.82,26.261,10,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,2.6,3.3,0.8,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Yes,Unsure,"searching the keywards and watching recording or video,to summary the topic",10mins for each times,No,,,"nope, everything is good","No, I am not willing to be contacted",23.747,24.969,26.623,2,75ae3ea3db0887e12080f81148e8f5b70a8308ef54f19b1f23a087a9b149799f
2022-03-25 11:58,2022-03-25 12:03,IP Address,100,312,True,2022-03-25 12:03,R_zUrGv4TDU664b5f,,,,,anonymous,EN,8.653,28.904,35.614,3,Opera,83.0.4254.70,Windows NT 10.0,1920x1080,Agree,Disagree,Somewhat agree,7.068,15.069,16.069,3,Yes,Somewhat agree,1,-2,-2,-1,3,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,12.664,170.727,171.849,16,Somewhat disagree,Strongly disagree,Disagree,Disagree,2.1,0.7,-4.5,Yes,Yes,Unsure,No,No,Yes,Yes,Yes,No,Unsure,No,Just typing them up,Around 10-15 minutes,No,,,Nope,"No, I am not willing to be contacted",3.845,3.845,4.931,1,eafe9477889e8eae002c260c05c23f7d23739853ba841cd9dcfe4d72ce1dea1b
